"","address","lat","lng","carpark_type","rate_half_hr","capacity","rate","extracted_address","NearbyTraffic_1984","NearbyTraffic_1985","NearbyTraffic_1986","NearbyTraffic_1987","NearbyTraffic_1988","NearbyTraffic_1989","NearbyTraffic_1990","NearbyTraffic_1991","NearbyTraffic_1992","NearbyTraffic_1993","NearbyTraffic_1994","NearbyTraffic_1995","NearbyTraffic_1996","NearbyTraffic_1997","NearbyTraffic_1998","NearbyTraffic_1999","NearbyTraffic_2000","NearbyTraffic_2001","NearbyTraffic_2002","NearbyTraffic_2003","NearbyTraffic_2004","NearbyTraffic_2005","NearbyTraffic_2006","NearbyTraffic_2007","NearbyTraffic_2008","NearbyTraffic_2009","NearbyTraffic_2010","NearbyTraffic_2011","NearbyTraffic_2012","NearbyTraffic_2013","NearbyTraffic_2014","NearbyTraffic_2015","NearbyTraffic_2016","NearbyTraffic_2017","NearbyTraffic_2018","NearbyTraffic_2019","NearbyTraffic_2020","NearbyTraffic_2021","NearbyTraffic_2022","NearbyTraffic_2023"
"145","66 Third Street",43.601216,-79.500697,"Surface",1,24,"1.00","66 Third Street",5111.625,8964.125,8269.1875,10842,10272.5,11035.625,7325.625,6575.25,12195.75,5671.5,9055,5757,3932,10378.9375,8447.875,8696.25,8959.75,3722.6875,8304.875,8273.4375,3849.25,5622.5,7419.5,6720,4091.3125,4765.625,6538.5,5403.125,3790.375,7733,4193.4375,3739.875,7013.3125,5668.25,6709,5933.125,5765.66666666667,2507.1875,2785,5535.8125
"146","128 Eighth Street",43.600906,-79.506769,"Surface",1,45,"1.00","128 Eighth Street",5111.625,9749.25,8460.6875,10744.125,9559,12340,9879.25,5963.25,11850,7029.625,9296.875,6035.25,3932,10378.9375,8357.375,8696.25,9273.5,3799.8125,7842.25,8282.6875,4161.75,5903.375,7419.5,9124.9375,4322.5625,5610.125,6948.625,6842.375,3911.375,8393.75,4606.4375,3960.625,7013.3125,5968.375,6709,6366.875,5765.66666666667,2195.1875,4513.3125,6222.4375
"147","105 Fourth Street",43.600781,-79.501415,"Surface",0,22,"0.00","105 Fourth Street",5111.625,8964.125,8269.1875,10842,10272.5,11035.625,7325.625,6575.25,12195.75,7029.625,9055,5753.125,3932,10378.9375,8447.875,8696.25,8959.75,3722.6875,8304.875,8273.4375,3849.25,5622.5,7419.5,8455.75,4091.3125,4765.625,6538.5,5142.875,3790.375,7733,4193.4375,3739.875,7013.3125,5668.25,6709,5933.125,5765.66666666667,2507.1875,2785,5535.8125
"148","3239 Lake Shore Boulevard West",43.5969875841121,-79.5217088637543,"Surface",1,22,"1.00","3239 Lake Shore Boulevard West",6088.625,8982.875,7827.5,9912,9435.375,11608.75,9793.75,6393.5,11986.5,5631.125,11215.125,7296.625,5042,10031.1875,9430,7865.25,8707.25,5143.875,8401.125,8496.75,6272,5533,7387.625,6930.5,5736.0625,5905.5,6010.375,7247.75,4872.8125,7563.875,5771.375,6954,7700.4375,6197.25,7515.25,7664.5,6279.41666666667,6422.16666666667,6281.875,7799.9375
"149","120 Sixth Street",43.600152,-79.50399,"Surface",1,54,"1.00","120 Sixth Street",5111.625,9749.25,8460.6875,10842,10983.375,12340,8409.75,7445.375,12195.75,7029.625,9055,5656.125,3932,10378.9375,8357.375,8696.25,9273.5,3799.8125,8304.875,8677.3125,4161.75,5622.5,7419.5,9214.375,4441.6875,4765.625,6948.625,5645.875,3790.375,8393.75,4337.3125,3739.875,7013.3125,5968.375,6709,6366.875,5765.66666666667,2507.1875,3338.875,5003.0625
"150","3220 Bloor Street West",43.645959,-79.518067,"Surface",1.5,69,"1.50","3220 Bloor Street West",10790.5,11431.875,11525.125,13729.25,11104.75,14166.875,10756.5,12590.125,11569.75,11017.875,10679.875,8405.25,10334.125,12539.125,8472.125,9835.375,10427.25,9142.625,8460.5,11048,8785.25,8471.5,6288.5,9598,8180,8296.125,9819.125,8173,8582,9860.125,10796.5,7625.125,9138.375,8797,7239.4375,7946.0625,5844.66666666667,4915,7926.79166666667,7011.25
"151","575 Royal York Road",43.626997,-79.502724,"Surface",1,28,"1.00","575 Royal York Road",8435.375,10281.25,10962.6875,12155.125,10414.9375,12669.75,10225.875,10965.75,10771.25,8062,9106.25,10628.25,5839.875,11075.5,8928.25,6277.875,9110.125,6181.25,6923.75,9761.9375,6508.625,6672.875,8252.625,10481.625,5134,7618.625,9258,9298.125,4439.75,10505.5,7407.375,6347.625,7894.75,5587.5,7465.0625,5794.5,5159.10416666667,5179.3125,5355.08333333333,5361.875
"152","139 ISLINGTON AVE.",43.601317,-79.50531,"Surface",1,11,"1.00","139 ISLINGTON AVE.",5111.625,9749.25,8460.6875,10842,9559,12340,9879.25,7445.375,11850,7029.625,9296.875,5656.125,3932,10378.9375,8447.875,8696.25,9273.5,3799.8125,7842.25,8677.3125,4161.75,5622.5,7419.5,9214.375,4441.6875,5610.125,7263.875,5645.875,3911.375,8393.75,4606.4375,3739.875,7013.3125,5968.375,6709,6366.875,5765.66666666667,2195.1875,3749,5003.0625
"153","WOOLGAR LANEWAY REAR OF 1124 THE QUEENSWAY",43.623355,-79.519,"Surface",1,11,"1.00","WOOLGAR LANEWAY REAR OF 1124 THE QUEENSWAY",9116.625,11271.125,10836.625,13273.25,9435.375,14664.625,9875.25,11432.5,11986.5,9023.25,11101.625,10828.5,7267.75,11067.6875,10358,8652.125,10076.375,11654.5,9082.5,9519.125,10263.75,8458.125,7994.875,11661.8125,7857.625,8083.5,8691.625,10388,7794,9948.375,9976.8125,8101.5,7357,8017.25,8894.625,8188.5,6279.41666666667,6478.41666666667,9573.9375,6129.9375
"154","15 Primrose Avenue",43.614299,-79.489882,"Surface",1,23,"1.00","15 Primrose Avenue",5811.5,8783.25,10375.5,10402.5,10272.5,10840.75,9215.25,9345.25,11489.125,7178.5,10775.25,5563.375,3530.875,9805,7363.625,7603.5,7025.375,5105.875,5949.25,9100.3125,4699.625,6364.125,8666.5,8810.25,3550.375,4945.125,5247.625,5775,4809.125,7500,5384.375,3777.75,7527.625,4926.125,6842,6457.25,5301.47916666667,1593.75,2184.9375,4782.875
"155","5 Dayton Avenue",43.625584,-79.503551,"Surface",1,15,"1.00","5 Dayton Avenue",8435.375,11098.5,10962.6875,12155.125,10414.9375,12669.75,10225.875,10965.75,10771.25,8062,9106.25,10628.25,4497.25,11075.5,8928.25,6277.875,8959.75,6181.25,6923.75,9635.4375,6508.625,6672.875,8252.625,10886.8125,5134,7618.625,8670.5,8884.5,4439.75,9759.375,7832.75,5014.75,8252.5,5587.5,7989.6875,5794.5,5452.16666666667,5510.4375,5355.08333333333,5361.875
"156","20 Royalavon Crescent",43.645253,-79.532733,"Surface",1,62,"1.00","20 Royalavon Crescent",10947,10042.625,11858.875,12390.5,11402.75,13332.625,11049.125,12118.5,11860.75,9980.875,11605.875,10865.375,10575.375,13085.75,8907.625,10550.5,10898.125,8791.375,10141.875,8022.375,10537.125,9311.875,8448.75,9208.375,10070,8869.5,10101.125,9190,5783.125,9717.75,11183.125,9046.5,10214.3125,9102.375,8323.125,7215.1875,6492.66666666667,4945.875,7641.125,8780.25
"157","7 Monkton Avenue",43.644336,-79.521886,"Surface",2,25,"2.00","7 Monkton Avenue",10144.625,10042.625,11148.75,12692.625,11402.75,14166.875,10307.375,12590.125,11569.75,11017.875,10679.875,9177.375,10334.125,12534.375,8472.125,9521.625,10094.75,9164.875,9392.25,10682.125,8913.625,7971.25,8611.875,9099,8180,8395.875,9862.5,8308.625,8844.75,9247.625,11114.125,8663.625,9138.375,9756.125,8157.4375,7934.3125,6278.29166666667,5590.375,7194.16666666667,8316.5
"158","2195 Lake shore Blvd West (Parks)",43.6227739895514,-79.4767338220902,"Surface",1,228,"1.00","2195 Lake shore Blvd West ",5865.375,9928.5,11531.125,9573.625,12269.6875,11540.75,8712.875,8798.25,9610,6183.625,9177.5,9989.5,4896.3125,10379.125,8369.5,7909.125,8033.625,7002.125,7340.625,9223.0625,7568.5,5843,7370.625,8654.5,7122.5,6799.375,5701.75,5479.625,8236.25,8032.75,6967.5,4406.25,7089.875,4166.375,4811,6000,4791.72916666667,4272.625,4587,3921.5
"159","2225 Lake shore Blvd West (Parks)",43.6200300180063,-79.4806666413864,"Surface",1,80,"1.00","2225 Lake shore Blvd West ",5289.875,8405.75,10199.75,9691.25,12269.6875,11540.75,8712.875,8680.125,9693.375,8038.75,8958.625,7428.375,3398.375,9826.25,8662.625,7339.875,9269,5596.875,5880.5,8157.1875,7568.5,5006,7436.875,8654.5,6207.75,6799.375,5897.625,5876.25,5928.75,8637,6967.5,4701.875,7666.875,4166.375,5236.25,5756.25,4791.72916666667,4076.375,3684.25,4384.875
"160","2225 Lake shore Blvd West (Parks)",43.6196410632487,-79.4794703761658,"Surface",1,144,"1.00","2225 Lake shore Blvd West ",5289.875,9802.5,10199.75,9691.25,12269.6875,11540.75,8712.875,8798.25,9693.375,6183.625,8958.625,7428.375,3398.375,9826.25,9225.75,7909.125,8033.625,7002.125,5880.5,8610.9375,7568.5,4079.25,7436.875,8654.5,6207.75,6799.375,5897.625,5479.625,5928.75,8637,6967.5,4701.875,7666.875,4166.375,6032.125,5758.875,4791.72916666667,4076.375,3684.25,4384.875
"161","2225 Lake shore Blvd West (Parks)",43.616982,-79.477247,"Surface",1,28,"1.00","2225 Lake shore Blvd West ",5289.875,9624.75,11220.625,9691.25,11639.25,10994.875,8712.875,8680.125,9693.375,6183.625,9177.5,6412.125,3398.375,9826.25,9225.75,7112.375,8033.625,7002.125,5880.5,8060.0625,7556,6601.5,7370.625,8654.5,6207.75,6956.625,5227.25,5479.625,5928.75,8535.25,6967.5,4701.875,6907.375,4166.375,6032.125,5758.875,4791.72916666667,3475.5,3582.875,4384.875
"162","2225 Lake shore Blvd West (Parks)",43.61478,-79.478059,"Surface",1,22,"1.00","2225 Lake shore Blvd West ",5289.875,9802.5,10199.75,9748.5,11639.25,10994.875,8712.875,8131.625,9693.375,7922.625,9177.5,6412.125,3398.375,9826.25,9225.75,7603.5,8033.625,5497.75,5880.5,8060.0625,5818,4592,7370.625,8654.5,5754.875,6956.625,5247.625,5571.5,5928.75,8535.25,6967.5,4701.875,6053.75,4166.375,6032.125,5756.25,5505.60416666667,2443.875,3582.875,4384.875
"163","2225 Lake shore Blvd West (Parks)",43.613359,-79.479926,"Surface",1,10,"1.00","2225 Lake shore Blvd West ",5448.375,9492.875,10199.75,9748.5,11747.5,10994.875,8712.875,8131.625,9693.375,7922.625,10601.625,5659,3398.375,11049,9225.75,7603.5,8033.625,5683.625,5880.5,8060.0625,5818,5443.625,7480.625,8654.5,3789.125,4694.625,5247.625,6287.875,5928.75,9874.5,5864.125,4701.875,6461.5625,4166.375,6032.125,5756.25,5505.60416666667,2816.625,3582.875,4384.875
"164","5 Colonel Samuel Smith Park Drive",43.5978864295698,-79.5211193809232,"Surface",1,52,"1.00","5 Colonel Samuel Smith Park Drive",6088.625,8982.875,8634,9912,9559,11608.75,9793.75,6393.5,11986.5,5631.125,11215.125,7296.625,5015,10031.1875,9430,7865.25,8707.25,5143.875,8401.125,8707.875,6272,6844.125,7387.625,8461.875,5736.0625,5685.5,6010.375,7247.75,4872.8125,7563.875,5771.375,6954,7700.4375,6763,7515.25,7664.5,6279.41666666667,6307.29166666667,6281.875,6228.4375
"165","65 Colonel Samuel Smith Park Drive",43.593757,-79.516468,"Surface",1,210,"1.00","65 Colonel Samuel Smith Park Drive",5490.125,9878.875,7241.8125,9912,9559,11290.5,9793.75,5963.25,11986.5,5631.125,10203.875,7296.625,4156.125,10031.1875,8962,7865.25,8658.5,5075.625,8739.5,8872.125,6119.125,5183.375,7805.125,6930.5,5281.9375,5564.375,6010.375,6842.375,4584.875,7075.25,5884.6875,6954,7635,6113.375,7515.25,7664.5,6279.41666666667,3161.0625,5951.0625,6228.4375
"166","14 Barkwin Dr.",43.738381,-79.5652828,"Surface",1,23,"1.00","14 Barkwin Dr.",9668.375,10111.1875,11480.25,12000.625,11032.5,11308.875,8457.625,9782.125,7942.625,8044,8959.5,10226.375,8969.125,11948.0625,7378,11727.125,9489.375,9659.875,8715.125,9429.5,8757.625,8611.75,8635.375,8497,6927.625,8694.125,8731,10269.25,9162.375,10560.875,7294,7559.875,9120.0625,6463.5,9475.3125,5579.125,4319,7903.125,5865.1875,6366.75
"167","2300 Lake shore Boulevard West",43.6184744,-79.4867386,"Surface",1,23,"1.00","2300 Lake shore Boulevard West",5814,9447.5,10199.75,9780.5,11714.5,11590,8508.5,9750.75,9803.125,7922.625,10601.625,6826.125,3398.375,9805,7363.625,7603.5,7094,5713,5880.5,7594.6875,5941.125,6239.5,7971.875,8810.25,4242,5094.375,5247.625,5563.75,5928.75,7555.875,6191.25,4701.875,8892.625,4166.375,5236.25,6077.25,5301.47916666667,2114.75,3440.75,4384.875
"168","15 Marine Parade Drive",43.6267898,-79.4767453,"Surface",1,14,"1.00","15 Marine Parade Drive",5939,9928.5,11522.375,9131,12269.6875,11179.5625,8519.5,8798.25,9610,6529.375,8958.625,10542.5,5392.3125,10379.125,8369.5,7287.875,9104.375,8645.875,7340.625,9223.0625,9835.375,5843,7370.625,8654.5,7905.125,6799.375,5216.375,5479.625,8236.25,6726.875,6967.5,5193.625,6008.125,5964.375,4811,6324.625,4791.72916666667,5881.75,4371,3588.125
"169","550 Mortimer Avenue",43.6905916,-79.3275032,"Surface",2,20,"2.00","550 Mortimer Avenue",5651.6875,6904.8125,8147.25,8331.125,9639.75,8856.875,8012.875,8202.625,8640,7281.625,7596.875,10411.75,10706,10193.375,8452.625,2330.125,5037,1703.25,6267.375,4668,5616.125,5869,1415.5,542.75,4916.875,6728.875,6522.375,5230.125,4316.125,7214.125,7325.79166666667,3651.45833333333,3953.5625,3115.25,2495.75,6209.5625,3535.94791666667,6396.92708333333,4598.39583333333,4564.625
"170","1503 Bayview Avenue",43.703909,-79.374332,"Surface",1.25,25,"1.25","1503 Bayview Avenue",11038.75,11963.25,11853.75,12150.375,11763.75,9716.5,12766,11092.25,11075.125,11636.75,11908.25,11460.625,11031,9849.6875,9965.25,7754.25,7658.875,8287.625,7609,3915,8357.875,7618.5,4135.25,5386.25,5264.375,8885.875,8883.375,6177.25,7960.25,5222.375,8443.375,6841,6765.125,5615.125,5337.625,6377.5,4230.79166666667,5679.4875,3430.375,4874.4375
"171","1169 Weston Road",43.687441,-79.4903,"Surface",1,47,"1.00","1169 Weston Road",8477.25,11403.125,10619.5,9799.875,9862.5,11230,10174.25,11094.125,10993.5,11500.375,12861.625,9422.125,11526.25,8524.125,6630.375,9193.75,9300.875,5062.625,7172.625,10744.25,7575.75,5565.625,6203.875,11335.5,6675.125,6153,6453.25,9815.25,12041.0625,8901.375,5828.125,5974.875,8717.5,5735.125,7608.1875,5383.4375,7879,6658.625,2304,5529.375
"172","301 Scott Road",43.690343,-79.472383,"Surface",1,14,"1.00","301 Scott Road",8783.125,12352.25,10954.125,11249.875,9031.75,9809.25,9523.875,11450.875,8559.5,9229.875,11150.5,8879.375,10023.125,9435.125,8198,8867.25,8851.5,8857.375,8330.75,9335.4375,6235.375,4130,7908.875,9452.25,6450.125,8651.25,6662.5,7277.75,9226.375,5570.375,5587.25,6967.5,7105.875,5136.5,7086.75,6247.625,5322.125,7362.79166666667,5603.875,6023.75
"173","17 Riverview Gardens",43.649119,-79.486397,"Surface",1,113,"1.00","17 Riverview Gardens",5785.625,7853.375,8304.4375,9920.5,11107.6875,7740.4375,8402.5,9706.75,7952.125,6799.375,7511,7341.875,7963.6875,9722.625,6363,5265.75,4289.75,7682.25,4344.75,4022.125,6268.875,4306.75,7128.875,6756.625,5878.5625,6048.625,4027.25,5425,6828.75,6644.125,5782.625,6241.125,6587.9375,5985.75,5913.125,5510.5,3488.3125,3522.1875,5965,3283
"174","16 Riverview Gardens",43.648894,-79.486663,"Surface",1,54,"1.00","16 Riverview Gardens",5785.625,7853.375,8304.4375,9920.5,11107.6875,8550.5625,8402.5,9706.75,7952.125,6799.375,7511,7341.875,7963.6875,10294.375,6363,5265.75,4289.75,8226.375,4344.75,4716.375,6268.875,4306.75,7128.875,7569.625,5878.5625,6048.625,4027.25,5425,6828.75,6835.75,6285.125,6241.125,6961.5625,6656.625,6359,5510.5,3488.3125,3183.8125,6736.5625,3283
"175","1A Mould Avenue",43.668423,-79.486953,"Surface",0,7,"0.00","1A Mould Avenue",7499.875,7435.375,7916.1875,9327.5,9468.125,8576.375,9170.375,8958.625,7951.25,6461.25,8683.625,7561.75,9477.75,7901,6752.125,7019,5794.75,4433,6382.75,2576.125,6883.375,7940.25,8049.375,6951.25,6472.625,7724.75,4231.5,4909.375,6853.5625,5139.5,5970.875,6515.25,7441.1875,5281.125,7916.0625,4468.625,4390.25,6217.875,2776.75,5739.3125
"176","271A Scarlett Road",43.67789,-79.506555,"Surface",1,11,"1.00","271A Scarlett Road",8413.875,8800,9874.875,10231.875,9668.5,11291.875,8910.75,9161.875,8577.625,8990.75,9521.625,7413.625,9409.5,7699.625,7458,6185,6900.5,2943.625,7535.375,9250,7423,8392.625,6877.625,9303.25,6834.75,7324.25,7231.375,7360.5,8678.875,7173.25,4927.75,5138.75,8167.5,5820.625,8177.25,6400,5758.5,5269.875,4965.5625,7180.75
"177","2054 Dufferin Street",43.686611,-79.446806,"Surface",1,94,"1.00","2054 Dufferin Street",7161.625,7925.625,8331.8125,7971.625,7987.125,7166.125,9789.625,7233.125,8023.375,7525.75,8689.3125,8023.875,6283.625,8616.5,9526.875,7251.75,7517.625,6918.75,3875.125,5407.75,5943,4560.875,2256.75,7413.25,5293.125,7222,5415.125,6162,7225.5625,5253.25,4221.875,5639.5,7765.0625,4387,3632.5,4416.375,2873.25,4411.25,4855.45,3385.75
"178","341 Oakwood Avenue",43.686479,-79.43819,"Surface",1,22,"1.00","341 Oakwood Avenue",8476.875,9629,8222.6875,8431.25,9027.5,8667.375,8991,7180.375,8165.375,8048.875,10688.625,8163.375,6770.625,9328.25,9893.25,7900.875,7744.75,6425.875,3017.5,5513.625,5833.125,5190.5,2267.5,5794.375,5188.5,7036.75,4615.625,6048.875,8191.75,4789.125,3743,5321.625,7656.9375,4250.5,3253,3566,2539.79166666667,3633.05,4969.5,1950
"179","406 Oakwood Avenue",43.688069,-79.439317,"Surface",1,19,"1.00","406 Oakwood Avenue",8426.75,9680,8331.8125,8431.25,9027.5,8667.375,8991,7311.875,8165.375,8048.875,10787.125,7886.875,7638.125,10079.125,9893.25,8741.875,7532.875,6097.25,3017.5,5513.625,6020.25,5294.25,1603.875,5876.375,5487.25,5903.5,5101.125,6379.5,8123.0625,5331.625,4801.375,5728.25,7765.0625,4793.625,3972.25,4516.5,2167.54166666667,3633.05,4427.125,1950
"180","433 Rogers Road",43.682507,-79.463983,"Surface",1,28,"1.00","433 Rogers Road",8112.125,8427.625,8820.625,9835.125,7410.75,9167.125,11076.25,8284.5,7485.125,8309.5,8679.5625,9091,9477,8893,7677.125,6919.875,8103.875,6882.375,6485.125,5111.375,5662.25,4322.5,7255.125,6142,6233.125,6996,5052.25,6718.375,7983.91666666667,5810.25,5719.125,6970.625,6491.875,4392.375,3321.0625,5023.25,4556.73958333333,6103.4375,6329.125,2961.5
"181","1 Shortt Street",43.695951,-79.451795,"Surface",1,130,"1.00","1 Shortt Street",7657.75,9255.375,9447,9389.75,8984.5,9237.375,11158.25,7276.125,8231.125,6592.125,11185.5,8850.375,5796.25,8470.625,9100.5,8055.125,8663.625,7321.125,4970.25,6519.375,6264.375,2797.375,5179.5,8201.125,5258.25,5410.25,7281.625,7769.875,7610.9375,5944,6302,6378.125,9113.75,5756.25,4889.8125,3679.375,5209.75,3823.8125,4061.75,4512
"182","1531 Eglinton Avenue West",43.697588,-79.440712,"Surface",1,23,"1.00","1531 Eglinton Avenue West",8922.0625,10508.5,9049.5,9103.625,9613.5,10181.625,12115.375,8462,8653.5,7629,11843,9138.625,7039.75,9772.375,10779.375,8758.125,8648.75,5894.875,7038.625,6988.5,7177.375,4649.875,3200.625,7946,7878.75,7004.375,6781.125,5452,8662.75,5803.75,5747.625,6708.75,8855.75,6988.375,4814.625,4810.125,3816.97916666667,3070.625,3691.375,4971.75
"183","2700 Eglinton Avenue West",43.690203,-79.477919,"Surface",2,109,"2.00","2700 Eglinton Avenue West",9759.25,12352.25,10891.125,11747.5,9551.375,11759.875,8968.75,12770,10220.25,9229.875,10581.875,10854.75,9881.375,9401.875,7422.375,8867.375,10375.625,7740.375,9023.25,10777.3125,7518.125,4627,7410,10298.125,7008.625,8943.5,7347.75,8976,11193.0625,5841.5,5538.875,6967.5,7613,5176.125,5600.4375,7358.25,5322.125,8173.16666666667,5194.375,5706
"184","2700 Eglinton Avenue West",43.690792,-79.478585,"Surface",2,38,"2.00","2700 Eglinton Avenue West",10663.25,13277.5625,10891.125,11747.5,9845.25,11192.375,8968.75,12770,10220.25,10928.375,11238.875,10854.75,9881.375,8251.375,7422.375,8867.375,9812,7740.375,9023.25,10777.3125,7518.125,3649,7410,10298.125,7073.25,8943.5,7347.75,8976,11193.0625,5841.5,5538.875,6967.5,7613,5176.125,5600.4375,7358.25,5791.625,8173.16666666667,5194.375,5706
"185","2053 Dufferin Street",43.6866,-79.446383,"Surface",1,23,"1.00","2053 Dufferin Street",7161.625,7925.625,8331.8125,7971.625,7987.125,7166.125,9789.625,7233.125,8023.375,7525.75,8689.3125,8023.875,6283.625,8616.5,9526.875,7563.875,7517.625,5956.125,3875.125,5407.75,5943,4560.875,2256.75,7413.25,5293.125,7222,5415.125,6162,7225.5625,5253.25,4113.375,5639.5,7765.0625,4387,3632.5,4416.375,2873.25,4411.25,4855.45,2909.75
"186","2623 Eglinton Avenue West",43.689981,-79.475222,"Surface",1,13,"1.00","2623 Eglinton Avenue West",9267.75,12352.25,10131.375,10939.375,8618.375,11593.5,8968.75,12184,9860,9229.875,10581.875,10854.75,10023.125,9401.875,7422.375,9301.25,10375.625,7740.375,9023.25,9335.4375,6990.75,4130,7908.875,9430.125,6450.125,7954.625,6662.5,8976,10315.8125,5570.375,5587.25,6967.5,7105.875,5696,6996.375,7358.25,5322.125,8173.16666666667,5893,5706
"187","4 Rosemount Avenue",43.7013911,-79.5138189,"Surface",1,34,"1.00","4 Rosemount Avenue",10593.5,10872.625,9468.625,11876.75,10476.25,10671.375,9648.125,7124.75,8069.1875,9671.875,12036.25,10982.125,9563.875,9185.625,6066,7535.875,7245.5,7842.375,5604.25,8757.5,8799.5,5656.375,7078.5,7313,5001.875,6711.52083333333,4783,8473.25,8922.875,5724.25,7412.125,7198.25,6872.875,4967.5,11086,5163.5,6366.5625,5074.6875,4789.625,4348.25
"188","101 Grangeway Avenue",43.775378,-79.250093,"Surface",1,261,"1.00","101 Grangeway Avenue",14880.4375,16688.625,16333.625,12624.375,13133.875,13541.875,11121.0416666667,15612.125,15254.625,13281.75,17195.625,13402.375,12978.25,10167.5,10135.625,15145.5,10808.625,11396.125,11352,9654.75,11212.375,12329.875,12675.625,12052.25,9931.125,8866.875,11483,11322,8898.875,13921,15899.75,14236.4375,6458.625,6773.875,3070.5,9142.6875,7995.49702380952,6025.375,5924.625,10464.9375
"189","197 Blantyre Avenue",43.68177,-79.281496,"Surface",1,83,"1.00","197 Blantyre Avenue",7774.375,8169.75,8667.3125,8191.1875,9236.875,9102.25,8482.125,9296.8125,8828.125,7626.5,8818.4375,6802.5,8292.625,7618.625,7959.25,6634.75,7631.375,5568.375,6654,7184.875,3709.125,8349,5599.625,4615.625,5346.875,8857.5,5927.875,4486.125,3145.875,7587.875,7112.75,7643.5625,6004.9375,5792.25,4572,6690,7221.04166666667,1234.9375,3949.59375,4904.75
"190","1 Brimley Road (Bluffer's Park)",43.70664,-79.235437,"Surface",1.5,232,"1.50","1 Brimley Road ",9546.5,11147.625,10102.375,11859.25,9727.5,10999.25,9910.125,10807.6875,10860.375,10839.625,10978,9997.375,8779.75,11073.25,12162.25,7132.75,10857.0625,9194.5,12054.375,8545.375,9044.875,12429,10908.25,6645.125,8383.375,9962.125,9784.5,6930.375,10622,7613,6168.5625,5633.125,5859.3125,7555.125,6792.5625,6682.875,5006.46428571429,6393.75,7862.875,2033.25
"191","1 Brimley Road (Bluffer's Park)",43.707446,-79.234632,"Surface",1.5,128,"1.50","1 Brimley Road ",9546.5,10678.125,10102.375,11859.25,9727.5,10999.25,9910.125,10807.6875,10860.375,10839.625,10978,9997.375,8779.75,11073.25,12593.75,7132.75,10857.0625,9194.5,12054.375,8545.375,9044.875,12429,10809.5,6645.125,8383.375,10008,9784.5,6930.375,10622,7613,6168.5625,5889.375,6776.4375,8297,6792.5625,6682.875,5006.46428571429,6393.75,7862.875,2033.25
"192","1 Brimley Road (Bluffer's Park)",43.712603,-79.230051,"Surface",1.5,168,"1.50","1 Brimley Road ",10417.75,11907.125,10427.875,12244.375,9727.5,12078.75,10900.5,11619.25,11213.375,11247.125,10944.625,10886.125,8779.75,10778.625,12505.25,7685.375,10943.0625,9179,12678.125,9393.5,10974.5,12242,11992.875,9384.625,8814.125,10503.625,10216.5,8225.125,10622,7096.75,6739.875,5453.5,6767.9375,8297,8474.8125,6863,5436.82366071429,6393.75,8473.625,2033.25
"193","284 Milner Avenue",43.789429,-79.238387,"Surface",2,103,"2.00","284 Milner Avenue",12948.1875,16960.375,18004.375,13924.8125,13133.875,15361.5,10771.6666666667,17350.5,12618.375,16390.5,14637,16302.5,12505,15069.375,14395.25,13365.25,17305.875,14741.625,12750.75,10953,14366.625,14992,10062.5,12062.5,12207.625,10348.75,11358.5,10831.625,6213.375,12747,15563.5625,15208.1875,6069.75,6455,4991.625,9669.25,3759.20833333333,4257.125,5637.875,8781.3125
"194","1530 Markham Road - minor capital repairs onsite",43.789507,-79.237915,"Surface",2.5,24,"2.50","1530 Markham Road ",12948.1875,16960.375,18004.375,13924.8125,13133.875,15361.5,10771.6666666667,17350.5,13745.875,16390.5,14761.75,16302.5,12505,15069.375,12287.5,13365.25,17305.875,14968.25,12750.75,10953,14366.625,14992,10062.5,12062.5,12207.625,10348.75,11358.5,10831.625,5750.625,12747,15563.5625,15208.1875,6069.75,6455,4991.625,9669.25,3759.20833333333,4257.125,5637.875,8781.3125
"195","1940 Lawrence Avenue East",43.744476,-79.299188,"Surface",1,25,"1.00","1940 Lawrence Avenue East",12840.8125,12365.875,14678.25,15566.5,14050.125,13753.875,11907.625,14096.125,12169.75,16455.25,11674.875,11425.5625,13578.625,9617.0625,15223.5,11226.25,12878.625,10461.875,10908.75,11737.625,10182,11819.625,7030.125,8055.375,9414.5,10924.25,10280.125,8589.125,12526.5,8988,12998.625,10988.625,12587.25,9576,8764.125,8336.6875,7561.625,5443.375,8957.9375,5920.75
"196","100 Grangeway Avenue",43.77458,-79.251359,"Surface",1,214,"1.00","100 Grangeway Avenue",14880.4375,16688.625,16333.625,12624.375,13133.875,13541.875,11121.0416666667,13862.875,15254.625,14444.5,17195.625,12082.625,13765.75,10167.5,10135.625,15145.5,9429.5,11396.125,9998.25,9654.75,9971.5,12329.875,12675.625,12052.25,9931.125,8454.25,11483,11322,8898.875,13921,15508.1875,14236.4375,6185.875,7353.9375,3070.5,8664.0625,7995.49702380952,4362.375,6545,10464.9375
"197","158 Borough Drive",43.772181,-79.256377,"Surface",1,16,"1.00","158 Borough Drive",14982.125,16399.125,16347.5,12616.75,13133.875,13541.875,12906.5416666667,13862.875,15599.5,13552.125,14573.8125,12082.625,12189.125,9940.5,10135.625,16024.75,10213,10200.375,11563.25,10372.375,11976.75,10653.5,12833.25,12164.375,9775.375,8926.125,8919.875,11258.625,8898.875,10578.5,15036.25,14236.4375,5827.375,8977.125,3446.25,10017.3125,8548.24702380952,5561.6875,8998.9375,11074.1875
