"","Category","Operating.Name","city","Zip","Street","Address","lat","long","lamda","mu","qCustomer","tCustomer"
"2921","RETAIL STORE (FOOD)","18 SMOKE SHOP & VARIETY","TORONTO, ON","M5T 3B3","SPADINA AVE","222 SPADINA AVE,TORONTO, ON,M5T 3B3",43.6509933,-79.3977969,25,1,21,1.59397101253544
"2922","RETAIL STORE (FOOD)","SEGOVIA MEAT MARKET","TORONTO, ON","M5T 2L6","AUGUSTA AVE","218 AUGUSTA AVE,TORONTO, ON,M5T 2L6",43.6548164,-79.40229633,25,1,23,0.505871125496924
"2923","RETAIL STORE (FOOD)","DOLLARAMA","TORONTO, ON","M5G 2C8","BAY ST","777 BAY ST,TORONTO, ON,M5G 2C8",43.6597907,-79.3849782,25,1,24,0.852601539301586
"2924","RETAIL STORE (FOOD)","MARKET PLACE","TORONTO, ON","M5A 1E3","FRONT ST E","129 FRONT ST E,TORONTO, ON,M5A 1E3",43.649836,-79.3698037,25,1,24,0.0482703527147698
"2925","RETAIL STORE (FOOD)","ST LAWRENCE JUICE BAR","TORONTO, ON","M5E 1C3","FRONT ST E","93 FRONT ST E,TORONTO, ON,M5E 1C3",43.649213,-79.371735,25,1,34,0.291595604613165
"2926","RETAIL STORE (FOOD)","J & S CONVENIENCE","TORONTO, ON","M5A 2K6","CARLTON ST","184 CARLTON ST,TORONTO, ON,M5A 2K6",43.66350017,-79.37236508,25,1,25,0.322729030624032
"2927","RETAIL STORE (FOOD)","RABBA FINE FOODS","TORONTO, ON","M5J 1B5","QUEENS QUAY W","252 QUEENS QUAY W,TORONTO, ON,M5J 1B5",43.639245,-79.385199,25,1,32,0.892061208332789
"2928","RETAIL STORE (FOOD)","GREENDALE DRUGS","TORONTO, ON","M5A 2K1","CARLTON ST","152 CARLTON ST,TORONTO, ON,M5A 2K1",43.662984,-79.374423,25,1,30,1.27249875381113
"2929","RETAIL STORE (FOOD)","FRESH AND WILD FOOD MARKET","TORONTO, ON","M5V 3P8","SPADINA AVE","69 SPADINA AVE,TORONTO, ON,M5V 3P8",43.6456586,-79.3947848,25,1,22,1.02507370240511
"2930","RETAIL STORE (FOOD)","GERRARD CONVENIENCE","TORONTO, ON","M5A 2G1","GERRARD ST E","247 GERRARD ST E,TORONTO, ON,M5A 2G1",43.6617678,-79.3692029,25,1,24,1.82784584901276
"2931","RETAIL STORE (FOOD)","STEVEN'S GROCERY","TORONTO, ON","M5R 3G6","BATHURST ST","990 BATHURST ST,TORONTO, ON,M5R 3G6",43.670183,-79.4133745,25,1,31,0.136681977203496
"2932","RETAIL STORE (FOOD)","HUDSON'S BAY","TORONTO, ON","M5C 2L7","YONGE ST","176 YONGE ST,TORONTO, ON,M5C 2L7",43.6516516,-79.3807192,25,1,20,0.72797774897853
"2933","RETAIL STORE (FOOD)","JENNY'S CONVENIENCE","TORONTO, ON","M5A 3A1","PARLIAMENT ST","401 PARLIAMENT ST,TORONTO, ON,M5A 3A1",43.6621099,-79.3668763,25,1,21,1.00052920724721
"2934","RETAIL STORE (FOOD)","MARHABA SUPERMARKET","TORONTO, ON","M5A 2Z7","PARLIAMENT ST","324 PARLIAMENT ST,TORONTO, ON,M5A 2Z7",43.6596823,-79.3662914,25,1,28,1.00388170867683
"2935","RETAIL STORE (FOOD)","INTERNATIONAL NEWS","TORONTO, ON","M5J 2Y5","QUEENS QUAY W","208 QUEENS QUAY W,TORONTO, ON,M5J 2Y5",43.6399699,-79.3812666,25,1,23,0.480702019762248
"2936","RETAIL STORE (FOOD)","HONEY WORLD","TORONTO, ON","M5E 1C3","FRONT ST E","93 FRONT ST E,TORONTO, ON,M5E 1C3",43.649213,-79.371735,25,1,24,0.412946560167547
"2937","RETAIL STORE (FOOD)","ALEX FARM PRODUCTS","TORONTO, ON","M5E 1C3","FRONT ST E","93 FRONT ST E,TORONTO, ON,M5E 1C3",43.649213,-79.371735,25,1,35,0.787618595133436
"2938","RETAIL STORE (FOOD)","TORONTO METROPOLITAN UNIVERSITY","TORONTO, ON","M5G 2C3","DUNDAS ST W","55 DUNDAS ST W,TORONTO, ON,M5G 2C3",43.65574659,-79.38316031,25,1,24,2.08739365958759
"2939","RETAIL STORE (FOOD)","HARBOUR FRONT FOODS","TORONTO, ON","M5E 1C2","FRONT ST E","95 FRONT ST E,TORONTO, ON,M5E 1C2",43.6491228,-79.3718086,25,1,24,0.10457634522291
"2940","RETAIL STORE (FOOD)","DINO'S NOFRILLS","TORONTO, ON","M5M 3Z3","AVENUE RD","1811 AVENUE RD,TORONTO, ON,M5M 3Z3",43.7306855,-79.41857154,25,1,18,0.206193262711167
"2941","RETAIL STORE (FOOD)","THE GREEN POST","TORONTO, ON","M5T 2L4","AUGUSTA AVE","221 AUGUSTA AVE,TORONTO, ON,M5T 2L4",43.65427415,-79.4017468,25,1,17,0.397420335095376
"2942","RETAIL STORE (FOOD)","GATEWAY NEWSTANDS","TORONTO, ON","M5X 1C9","KING ST W","100 KING ST W,TORONTO, ON,M5X 1C9",43.6487681,-79.38169179,25,1,38,1.15231360741867
"2943","RETAIL STORE (FOOD)","EVE'S TEMPTATIONS","TORONTO, ON","M5E 1C2","FRONT ST E","95 FRONT ST E,TORONTO, ON,M5E 1C2",43.6491228,-79.3718086,25,1,26,0.701177639865791
"2944","RETAIL STORE (FOOD)","DAI KUANG WAH HERB MARKET","TORONTO, ON","M5T 3A5","SPADINA AVE","280 SPADINA AVE,TORONTO, ON,M5T 3A5",43.6526523,-79.3985239,25,1,30,0.416103167459369
"2945","RETAIL STORE (FOOD)","METRO #062","TORONTO, ON","M5E 1T4","FRONT ST E","80 FRONT ST E,TORONTO, ON,M5E 1T4",43.649526,-79.3724807,25,1,30,3.85328214408314
"2946","RETAIL STORE (FOOD)","METRO #063","TORONTO, ON","M5B 2H4","YONGE ST","444 YONGE ST,TORONTO, ON,M5B 2H4",43.66056235,-79.38344906,25,1,30,2.51781327823613
"2947","RETAIL STORE (FOOD)","CROSSTOWN MART","TORONTO, ON","M5N 1B4","EGLINTON AVE W","524 EGLINTON AVE W,TORONTO, ON,M5N 1B4",43.7035589,-79.4140778,25,1,20,0.432221178896725
"2948","RETAIL STORE (FOOD)","HOMESENSE STORE (#71)","TORONTO, ON","M5B 1M4","YONGE ST","195 YONGE ST,TORONTO, ON,M5B 1M4",43.6531966,-79.3794568,25,1,26,1.53802326090694
"2949","RETAIL STORE (FOOD)","WINNERS (STORE#339)","TORONTO, ON","M5B 2H4","YONGE ST","444 YONGE ST,TORONTO, ON,M5B 2H4",43.66056235,-79.38344906,25,1,21,0.478258951567113
"2950","RETAIL STORE (FOOD)","WINNERS / HOMESENSE (STORE#379)","TORONTO, ON","M5S 2W7","BLOOR ST W","110 BLOOR ST W,TORONTO, ON,M5S 2W7",43.6696732,-79.392085,25,1,23,2.02033323367976
"2951","RETAIL STORE (FOOD)","WINNERS (STORE #399)","TORONTO, ON","M5E 1B3","FRONT ST E","35-45 FRONT ST E,TORONTO, ON,M5E 1B3",43.649504,-79.3713445,25,1,28,1.24738921872796
"2952","RETAIL STORE (FOOD)","THE CANADIAN NATURALIST","TORONTO, ON","M5B 2H1","YONGE ST","220 YONGE ST,TORONTO, ON,M5B 2H1",43.6541457,-79.38079277,25,1,26,0.684170595370233
"2953","RETAIL STORE (FOOD)","WINNERS (STORE #390)","TORONTO, ON","M5H 3Y2","KING ST W","40 KING ST W,TORONTO, ON,M5H 3Y2",43.64949675,-79.37956514,25,1,23,0.750811843231216
"2954","RETAIL STORE (FOOD)","LONGO'S","TORONTO, ON","M5G 1P7","ELIZABETH ST","111 ELIZABETH ST,TORONTO, ON,M5G 1P7",43.6550352,-79.3847447,25,1,24,0.00567476187409243
"2955","RETAIL STORE (FOOD)","GLOBAL CHEESE SHOPPE","TORONTO, ON","M5T 2K1","KENSINGTON AVE","74-76 KENSINGTON AVE,TORONTO, ON,M5T 2K1",43.6534465,-79.4002002,25,1,26,1.32226304985107
"2956","RETAIL STORE (FOOD)","BEST BUY","TORONTO, ON","M5G 2C3","DUNDAS ST W","65 DUNDAS ST W,TORONTO, ON,M5G 2C3",43.6556543,-79.3832132,25,1,23,2.08693383062694
"2957","RETAIL STORE (FOOD)","INTERNATIONAL NEWS","TORONTO, ON","M5J 2Z1","YORK ST","25 YORK ST,TORONTO, ON,M5J 2Z1",43.6434729,-79.38092082,25,1,20,1.81742879926207
"2958","RETAIL STORE (FOOD)","PHIPPS DESSERTS","TORONTO, ON","M3B 2M5","LESLIE ST","1875 LESLIE ST,TORONTO, ON,M3B 2M5",43.7562926,-79.3591239,25,1,28,0.577053935267031
"2959","RETAIL STORE (FOOD)","SAM'S FOOD STORE","TORONTO, ON","M5T 1S2","COLLEGE ST","339 COLLEGE ST,TORONTO, ON,M5T 1S2",43.6573049,-79.4026045,25,1,21,0.368836149573326
"2960","RETAIL STORE (FOOD)","BOOSTER JUICE","TORONTO, ON","M5J 2V5","YORK ST","25 YORK ST,TORONTO, ON,M5J 2V5",43.64337215,-79.38124522,25,1,30,0.0708467159420252
"2961","RETAIL STORE (FOOD)","LONGO BROTHERS FRUIT MARKETS INC","TORONTO, ON","M5J 0A3","YORK ST","15 YORK ST,TORONTO, ON,M5J 0A3",43.6424718,-79.380761,25,1,23,0.170844459440559
"2962","RETAIL STORE (FOOD)","SHOPPERS DRUG MART","TORONTO, ON","M5K 1A1","WELLINGTON ST W","66 WELLINGTON ST W,TORONTO, ON,M5K 1A1",43.6472606,-79.3814529,25,1,36,1.31379374950649
"2963","RETAIL STORE (FOOD)","Y&Z CONVENIENCE STORE","TORONTO, ON","M5C 2T6","ADELAIDE ST E","20 ADELAIDE ST E,TORONTO, ON,M5C 2T6",43.6507743,-79.3774171,25,1,22,1.04528512894632
"2964","RETAIL STORE (FOOD)","MANOTAS ORGANICS AND FINE FOODS","TORONTO, ON","M5E 1C3","FRONT ST E","91 FRONT ST E,TORONTO, ON,M5E 1C3",43.6490998,-79.3718809,25,1,23,0.422348394524306
"2965","RETAIL STORE (FOOD)","AXIS AUGUSTA CENTRAL PHARMACY","TORONTO, ON","M5T 1S6","COLLEGE ST","360 COLLEGE ST,TORONTO, ON,M5T 1S6",43.65737455,-79.40443131,25,1,25,3.1352722262781
"2966","RETAIL STORE (FOOD)","UNIVERSITY OF TORONTO BOOKSTORE","TORONTO, ON","M5T 3A1","COLLEGE ST","214 COLLEGE ST,TORONTO, ON,M5T 3A1",43.6588244,-79.3969597,25,1,25,0.151525065302849
"2967","RETAIL STORE (FOOD)","SOUP NUTSY CANADA","TORONTO, ON","M5H 1T1","ADELAIDE ST W","120 ADELAIDE ST W,TORONTO, ON,M5H 1T1",43.6498399,-79.3829534,25,1,24,3.46543034894352
"2968","RETAIL STORE (FOOD)","BASIC DOLLAR PLUS","TORONTO, ON","M5A 3A1","PARLIAMENT ST","405 PARLIAMENT ST,TORONTO, ON,M5A 3A1",43.662256,-79.366861,25,1,29,1.03607923160763
"2969","RETAIL STORE (FOOD)","SARKAR GROCERIES","TORONTO, ON","M5A 3A1","PARLIAMENT ST","423 PARLIAMENT ST,TORONTO, ON,M5A 3A1",43.6625887,-79.3670571,25,1,24,1.30125868476316
"2970","RETAIL STORE (FOOD)","SECOND CUP TORONTO WESTERN HOSPITAL","TORONTO, ON","M5T 2S8","BATHURST ST","399 BATHURST ST,TORONTO, ON,M5T 2S8",43.653567,-79.40549604,25,1,28,0.0350471679121256
"2971","RETAIL STORE (FOOD)","SHOPPERS DRUG MART","TORONTO, ON","M5S 1T8","BLOOR ST W","236 BLOOR ST W,TORONTO, ON,M5S 1T8",43.6683115,-79.3968395,25,1,20,0.158051239547255
"2972","RETAIL STORE (FOOD)","BAKERY ON THE GO","TORONTO, ON","M5R 3G2","BATHURST ST","819 BATHURST ST,TORONTO, ON,M5R 3G2",43.666291,-79.41166,25,1,23,0.769277831497503
"2973","RETAIL STORE (FOOD)","HILTON GARDEN INN, TORONTO DOWNTOWN","TORONTO, ON","M5V 2G5","PETER ST","92 PETER ST,TORONTO, ON,M5V 2G5",43.64696975,-79.39320805,25,1,23,0.0549621864709448
"2974","RETAIL STORE (FOOD)","CARNICERO'S","TORONTO, ON","M5E 1C3","FRONT ST E","93 FRONT ST E,TORONTO, ON,M5E 1C3",43.649213,-79.371735,25,1,30,0.672605362720788
"2975","RETAIL STORE (FOOD)","WINNERS #423","TORONTO, ON","M5V 2B7","QUEEN ST W","585 QUEEN ST W,TORONTO, ON,M5V 2B7",43.6474912,-79.4015723,25,1,41,0.533950791228563
"2976","RETAIL STORE (FOOD)","LOBLAWS","TORONTO, ON","M5V 2B7","QUEEN ST W","585 QUEEN ST W,TORONTO, ON,M5V 2B7",43.6474912,-79.4015723,25,1,24,0.083601936249181
"2977","RETAIL STORE (FOOD)","ELM BASKET","TORONTO, ON","M5G 1H1","ELM ST","23 ELM ST,TORONTO, ON,M5G 1H1",43.6574658,-79.3828019,25,1,23,0.906492742667806
"2978","RETAIL STORE (FOOD)","T & T SUPERMARKET","TORONTO, ON","M5B 1J2","CARLTON ST","60 CARLTON ST,TORONTO, ON,M5B 1J2",43.6620397,-79.3801385,25,1,22,0.245563292410225
"2979","RETAIL STORE (FOOD)","DOLLARAMA","TORONTO, ON","M5V 2J6","SPADINA AVE","96 SPADINA AVE,TORONTO, ON,M5V 2J6",43.6464374,-79.3958689,25,1,21,1.18310049730809
"2980","RETAIL STORE (FOOD)","KARINE'S","TORONTO, ON","M5T 3K5","MCCAUL ST","109 MCCAUL ST,TORONTO, ON,M5T 3K5",43.6536772,-79.3908145,25,1,22,1.29899776070834
"2981","RETAIL STORE (FOOD)","KERNALS","TORONTO, ON","M5B 2H6","YONGE ST","218 YONGE ST,TORONTO, ON,M5B 2H6",43.6538619,-79.3804695,25,1,22,0.492357881739736
"2982","RETAIL STORE (FOOD)","TORONTO METROPOLITAN UNIVERSITY","TORONTO, ON","M5B 2K3","VICTORIA ST","350 VICTORIA ST,TORONTO, ON,M5B 2K3",43.65786895,-79.38053434,25,1,21,0.840357383671117
"2983","RETAIL STORE (FOOD)","SUBWAY RESTAURANT","TORONTO, ON","M5X 1E2","KING ST W","130 KING ST W,TORONTO, ON,M5X 1E2",43.64841795,-79.38324245,25,1,32,1.77911615363302
"2984","RETAIL STORE (FOOD)","KIN KIN BUBBLE TEA COMPANY","TORONTO, ON","M5G 2C2","BAY ST","595 BAY ST,TORONTO, ON,M5G 2C2",43.656009,-79.383069,25,1,19,1.48665757335159
"2985","RETAIL STORE (FOOD)","VEDA HEALTHY INDIAN TAKEOUT","TORONTO, ON","M5S 3G4","KING'S COLLEGE RD","10 KING'S COLLEGE RD,TORONTO, ON,M5S 3G4",43.6599999,-79.3952693,25,1,27,0.709915480863949
"2986","RETAIL STORE (FOOD)","CHAPMAN'S SPECIALTY FOODS","TORONTO, ON","M3B 2M5","LESLIE ST","1875 LESLIE ST,TORONTO, ON,M3B 2M5",43.7562926,-79.3591239,25,1,21,2.27252530480239
"2987","RETAIL STORE (FOOD)","LOBLAWS","TORONTO, ON","M5E 1Z2","LOWER JARVIS ST","10 LOWER JARVIS ST,TORONTO, ON,M5E 1Z2",43.6438465,-79.3698452,25,1,21,0.847351192454708
"2988","RETAIL STORE (FOOD)","LOBLAWS","TORONTO, ON","M5B 1S1","YONGE ST","3501 YONGE ST,TORONTO, ON,M5B 1S1",43.7386047,-79.4023179,25,1,24,0.328268609941006
"2989","RETAIL STORE (FOOD)","INDIAN ROTI HOUSE","TORONTO, ON","M5J 2N8","QUEENS QUAY W","256 QUEENS QUAY W,TORONTO, ON,M5J 2N8",43.63921833,-79.38536233,25,1,23,0.996622663880599
"2990","RETAIL STORE (FOOD)","SUN WA BOOKSTORE","TORONTO, ON","M5T 3A5","SPADINA AVE","280 SPADINA AVE,TORONTO, ON,M5T 3A5",43.6526523,-79.3985239,25,1,17,0.15335617032043
"2991","RETAIL STORE (FOOD)","BENTO SUSHI","TORONTO, ON","M5E 1T4","FRONT ST E","80 FRONT ST E,TORONTO, ON,M5E 1T4",43.649526,-79.3724807,25,1,27,2.78909095738471
"2992","RETAIL STORE (FOOD)","BENTO SUSHI","TORONTO, ON","M5J 0A3","YORK ST","15 YORK ST,TORONTO, ON,M5J 0A3",43.6424718,-79.380761,25,1,31,1.8611400592232
"2993","RETAIL STORE (FOOD)","BENTO SUSHI","TORONTO, ON","M5G 1P7","ELIZABETH ST","111 ELIZABETH ST,TORONTO, ON,M5G 1P7",43.6550352,-79.3847447,25,1,28,1.52163405335488
"2994","RETAIL STORE (FOOD)","CARLOS HOUSE OF SPICE","TORONTO, ON","M5T 2L6","AUGUSTA AVE","190 AUGUSTA AVE,TORONTO, ON,M5T 2L6",43.6541465,-79.4020178,25,1,19,1.28403058178247
"2995","RETAIL STORE (FOOD)","EDIBLE ARRANGEMENTS","TORONTO, ON","M5C 1K9","ADELAIDE ST E","140 ADELAIDE ST E,TORONTO, ON,M5C 1K9",43.6517867,-79.3727306,25,1,18,0.25750584332844
"2996","RETAIL STORE (FOOD)","THAI BRIGHT","TORONTO, ON","M5T 3K5","MCCAUL ST","109 MCCAUL ST,TORONTO, ON,M5T 3K5",43.6536772,-79.3908145,25,1,21,0.00805842038244009
"2997","RETAIL STORE (FOOD)","AREN'T WE SWEET","TORONTO, ON","M5E 1C2","FRONT ST E","95 FRONT ST E,TORONTO, ON,M5E 1C2",43.6491228,-79.3718086,25,1,24,0.052420801948756
"2998","RETAIL STORE (FOOD)","BENTO SUSHI","TORONTO, ON","M5V 2B7","QUEEN ST W","585 QUEEN ST W,TORONTO, ON,M5V 2B7",43.6474912,-79.4015723,25,1,22,0.226545054931194
"2999","RETAIL STORE (FOOD)","BUSY BEE KING MART","TORONTO, ON","M5V 1M9","KING ST W","677 KING ST W,TORONTO, ON,M5V 1M9",43.6436755,-79.4032587,25,1,32,0.694430066161867
"3000","RETAIL STORE (FOOD)","FRESH HARVEST FINE FOODS","TORONTO, ON","M5N 1B4","EGLINTON AVE W","546 EGLINTON AVE W,TORONTO, ON,M5N 1B4",43.7033866,-79.4148359,25,1,25,1.45667537107112
"3001","RETAIL STORE (FOOD)","CAVIAR DIRECT","TORONTO, ON","M5E 1C3","FRONT ST E","93 FRONT ST E,TORONTO, ON,M5E 1C3",43.649213,-79.371735,25,1,29,0.301413329318166
"3002","RETAIL STORE (FOOD)","KIMKOS PINKBERRY","TORONTO, ON","M5J 2S1","BAY ST","161 BAY ST,TORONTO, ON,M5J 2S1",43.6469242,-79.3786575,25,1,26,2.74599323967907
"3003","RETAIL STORE (FOOD)","KANTO BY TITA FLIPS","TORONTO, ON","M5T 2W6","DUNDAS ST W","707 DUNDAS ST W,TORONTO, ON,M5T 2W6",43.6519938,-79.4048143,25,1,27,1.4368722663007
"3004","RETAIL STORE (FOOD)","DOLLARAMA","TORONTO, ON","M5S 1Y3","BLOOR ST W","512 BLOOR ST W,TORONTO, ON,M5S 1Y3",43.6653846,-79.4106267,25,1,31,2.1561287062845
"3005","RETAIL STORE (FOOD)","THE EXCHANGE","TORONTO, ON","M5S 3E6","ST GEORGE ST","105 ST GEORGE ST,TORONTO, ON,M5S 3E6",43.6652923,-79.39840124,25,1,26,4.74584873367972
"3006","RETAIL STORE (FOOD)","CAROUSEL BAKERY","TORONTO, ON","M5E 1C3","FRONT ST E","93 FRONT ST E,TORONTO, ON,M5E 1C3",43.649213,-79.371735,25,1,18,1.99993281616809
"3007","RETAIL STORE (FOOD)","MARSHALLS","TORONTO, ON","M5B 1S8","YONGE ST","382 YONGE ST,TORONTO, ON,M5B 1S8",43.6590065,-79.3833435,25,1,21,2.17896865854476
"3008","RETAIL STORE (FOOD)","FRUITEAO","TORONTO, ON","M5T 3K5","MCCAUL ST","109 MCCAUL ST,TORONTO, ON,M5T 3K5",43.6536772,-79.3908145,25,1,28,0.102957684546709
"3009","RETAIL STORE (FOOD)","FORNO CULTURA","TORONTO, ON","M5V 1M5","KING ST W","609 KING ST W,TORONTO, ON,M5V 1M5",43.6441768,-79.400724,25,1,22,0.0796814230270684
"3010","RETAIL STORE (FOOD)","GINOS PIZZA & WING MACHINE","TORONTO, ON","M5T 2S8","BATHURST ST","399 BATHURST ST,TORONTO, ON,M5T 2S8",43.653567,-79.40549604,25,1,29,0.149644143879414
"3011","RETAIL STORE (FOOD)","DOLLARAMA","TORONTO, ON","M5V 1M3","KING ST W","590 KING ST W,TORONTO, ON,M5V 1M3",43.6446536,-79.3997578,25,1,30,0.0997975254431367
"3012","RETAIL STORE (FOOD)","7-ELEVEN","TORONTO, ON","M5S 3A5","BAY ST","1033 BAY ST,TORONTO, ON,M5S 3A5",43.6659781,-79.3875905,25,1,23,0.1575539033845
"3013","RETAIL STORE (FOOD)","OLYMPIC FOOD & CHEESE MART LTD","TORONTO, ON","M5E 1C3","FRONT ST E","93 FRONT ST E,TORONTO, ON,M5E 1C3",43.649213,-79.371735,25,1,19,0.93637645799191
"3014","RETAIL STORE (FOOD)","7-ELEVEN","TORONTO, ON","M5H 2W9","BAY ST","372 BAY ST,TORONTO, ON,M5H 2W9",43.6509578,-79.38151752,25,1,17,0.300255569166024
"3015","RETAIL STORE (FOOD)","LINDT & SPRUNGLI (CANADA)","TORONTO, ON","M5X 1A9","KING ST W","130 KING ST W,TORONTO, ON,M5X 1A9",43.64841795,-79.38324245,25,1,21,0.078495882324273
"3016","RETAIL STORE (FOOD)","EAT CANTEEN","TORONTO, ON","M5K 1A1","WELLINGTON ST W","100 WELLINGTON ST W,TORONTO, ON,M5K 1A1",43.647349,-79.3826485,25,1,22,1.62438864946986
"3017","RETAIL STORE (FOOD)","HANG HING HONG FOODS","TORONTO, ON","M5T 1G7","DUNDAS ST W","430 DUNDAS ST W,TORONTO, ON,M5T 1G7",43.653586,-79.395415,25,1,26,0.142525742880621
"3018","RETAIL STORE (FOOD)","99 PHARMACY","TORONTO, ON","M5T 1G7","DUNDAS ST W","436 DUNDAS ST W,TORONTO, ON,M5T 1G7",43.65351,-79.39578767,25,1,28,0.681377470027655
"3019","RETAIL STORE (FOOD)","7-ELEVEN STORE #36976H","TORONTO, ON","M5B 1L2","CARLTON ST","1 CARLTON ST,TORONTO, ON,M5B 1L2",43.6612168,-79.3828093,25,1,19,0.820864785988385
"3020","RETAIL STORE (FOOD)","BBQ EXPRESS","TORONTO, ON","M5R 2A7","BAY ST","1240 BAY ST,TORONTO, ON,M5R 2A7",43.6703246,-79.3903555,25,1,32,2.21474295752923
"3021","RETAIL STORE (FOOD)","M & Q CONVENIENCE","TORONTO, ON","M5B 1S8","YONGE ST","384 YONGE ST,TORONTO, ON,M5B 1S8",43.65929935,-79.38301272,25,1,21,4.24067977544389
"3022","RETAIL STORE (FOOD)","DOLLARAMA #874","TORONTO, ON","M5A 3A1","PARLIAMENT ST","425 PARLIAMENT ST,TORONTO, ON,M5A 3A1",43.6626675,-79.3670976,25,1,29,0.624870335217565
"3023","RETAIL STORE (FOOD)","SOUP NUTSY","TORONTO, ON","M5V 3C7","WELLINGTON ST W","200 WELLINGTON ST W,TORONTO, ON,M5V 3C7",43.645944,-79.387904,25,1,28,0.208154388703406
"3024","RETAIL STORE (FOOD)","HARD HAT CAFE","TORONTO, ON","M5S 3G4","KING'S COLLEGE RD","10 KING'S COLLEGE RD,TORONTO, ON,M5S 3G4",43.6599999,-79.3952693,25,1,24,1.44349838888104
"3025","RETAIL STORE (FOOD)","SHOPPERS DRUG MART #1441","TORONTO, ON","M5H 2R2","BAY ST","333 BAY ST,TORONTO, ON,M5H 2R2",43.6502975,-79.38047735,25,1,17,1.04312234553964
"3026","RETAIL STORE (FOOD)","BAGEL & CO","TORONTO, ON","M5H 1T1","ADELAIDE ST W","120 ADELAIDE ST W,TORONTO, ON,M5H 1T1",43.6498399,-79.3829534,25,1,28,0.955819304990483
"3027","RETAIL STORE (FOOD)","SOMA CHOCOLATE","TORONTO, ON","M5A 3C4","TANK HOUSE LANE","32 TANK HOUSE LANE,TORONTO, ON,M5A 3C4",43.6507062,-79.3582501,25,1,24,0.446088409051299
"3028","RETAIL STORE (FOOD)","YOUNG CENTRE CAFE","TORONTO, ON","M5A 3C4","TANK HOUSE LANE","50 TANK HOUSE LANE,TORONTO, ON,M5A 3C4",43.6508743,-79.3576622,25,1,31,0.893285802523506
"3029","RETAIL STORE (FOOD)","TIM HORTONS","TORONTO, ON","M5B 2G9","DUNDAS ST E","10 DUNDAS ST E,TORONTO, ON,M5B 2G9",43.6570352,-79.38045959,25,1,21,0.497577222529799
"3030","RETAIL STORE (FOOD)","GATEWAY NEWSTANDS","TORONTO, ON","M5J 2T3","BAY ST","181 BAY ST,TORONTO, ON,M5J 2T3",43.6465062,-79.3786735,25,1,28,1.21654456290872
"3031","RETAIL STORE (FOOD)","ALMOND BUTTERFLY BAKERY","TORONTO, ON","M5S 1G6","HARBORD ST","100 HARBORD ST,TORONTO, ON,M5S 1G6",43.6629196,-79.4034116,25,1,27,0.796108897733402
"3032","RETAIL STORE (FOOD)","PARISCO MARKET","TORONTO, ON","M5V 4A2","FORT YORK BLVD","215 FORT YORK BLVD,TORONTO, ON,M5V 4A2",43.63635565,-79.40481072,25,1,20,1.79048175915124
"3033","RETAIL STORE (FOOD)","T & T SUSHI BAR","TORONTO, ON","M5B 1S1","YONGE ST","3501 YONGE ST,TORONTO, ON,M5B 1S1",43.7386047,-79.4023179,25,1,29,3.05069545639639
"3034","RETAIL STORE (FOOD)","VILLAGE'S MINI-MARKET","TORONTO, ON","M5A 4J6","THE ESPLANADE","252 THE ESPLANADE,TORONTO, ON,M5A 4J6",43.649842,-79.364212,25,1,32,0.721126202451897
"3035","RETAIL STORE (FOOD)","BUNNER'S","TORONTO, ON","M5T 2M1","AUGUSTA AVE","244 AUGUSTA AVE,TORONTO, ON,M5T 2M1",43.6555183,-79.4026076,25,1,29,0.948753008917513
"3036","RETAIL STORE (FOOD)","RUBE'S RICE","TORONTO, ON","M5E 1C2","FRONT ST E","91 FRONT ST E,TORONTO, ON,M5E 1C2",43.649111,-79.37197,25,1,18,0.758263071419994
"3037","RETAIL STORE (FOOD)","THE TEN SPOT","TORONTO, ON","M5S 1Y2","BLOOR ST W","497 BLOOR ST W,TORONTO, ON,M5S 1Y2",43.6656908,-79.408015,25,1,23,0.24189674295485
"3038","RETAIL STORE (FOOD)","FAST FRESH FOODS LEASING","TORONTO, ON","M5H 1T1","ADELAIDE ST W","120 ADELAIDE ST W,TORONTO, ON,M5H 1T1",43.6498399,-79.3829534,25,1,27,0.437949383631349
"3039","RETAIL STORE (FOOD)","GATEWAY NEWSTANDS","TORONTO, ON","M5G 1Z4","GERRARD ST W","33 GERRARD ST W,TORONTO, ON,M5G 1Z4",43.6585684,-79.3837319,25,1,23,0.474256330169737
"3040","RETAIL STORE (FOOD)","SHANGHAI 360","TORONTO, ON","M5J 2N8","BAY ST","20 BAY ST,TORONTO, ON,M5J 2N8",43.6416849,-79.3778218,25,1,24,2.41989324043009
"3041","RETAIL STORE (FOOD)","KUPFERT & KIM","TORONTO, ON","M5J 2T3","BAY ST","181 BAY ST,TORONTO, ON,M5J 2T3",43.6465062,-79.3786735,25,1,32,1.08534271265836
"3042","RETAIL STORE (FOOD)","MUCHO BURRITO","TORONTO, ON","M5B 2H1","YONGE ST","220 YONGE ST,TORONTO, ON,M5B 2H1",43.6541457,-79.38079277,25,1,33,0.935717989648593
"3043","RETAIL STORE (FOOD)","COLLEGE STREET CAFE","TORONTO, ON","M5T 1R8","COLLEGE ST","250 COLLEGE ST,TORONTO, ON,M5T 1R8",43.6590669,-79.3994126,25,1,22,0.0710524918419319
