"","Category","Operating.Name","city","Zip","Street","Address","lat","long","lamda","mu","qCustomer","tCustomer"
"2231","RETAIL STORE (FOOD)","HARINA BAKE SHOPPE","TORONTO, ON","M3H 1S8","WILSON AVE","314 WILSON AVE,TORONTO, ON,M3H 1S8",43.7370307,-79.43630726,25,1,24,1.35447623110832
"2232","RETAIL STORE (FOOD)","STEELES WEST CONVENIENCE","TORONTO, ON","M3J 3N3","STEELES AVE W","2071 STEELES AVE W,TORONTO, ON,M3J 3N3",43.78671088,-79.47188883,25,1,24,0.445533239748329
"2233","RETAIL STORE (FOOD)","AMIGO'S LATIN FLAVOUR","TORONTO, ON","M3M 3C6","WILSON AVE","1291 WILSON AVE,TORONTO, ON,M3M 3C6",43.7238521,-79.4939122,25,1,19,0.30002722844621
"2234","RETAIL STORE (FOOD)","COCO FRESH TEA & JUICES","TORONTO, ON","M3C 1V6","DON MILLS RD","890 DON MILLS RD,TORONTO, ON,M3C 1V6",43.72432773,-79.34021031,25,1,23,0.445450679864734
"2235","RETAIL STORE (FOOD)","OOMOMO NORTH YORK STORE","TORONTO, ON","M3C 2H2","DON MILLS RD","896 DON MILLS RD,TORONTO, ON,M3C 2H2",43.7262725,-79.34327655,25,1,21,0.0333587115426334
"2236","RETAIL STORE (FOOD)","GINO'S PIZZA/WING MACHINE","TORONTO, ON","M3J 1P3","KEELE ST","4700 KEELE ST,TORONTO, ON,M3J 1P3",43.7743639,-79.5019774,25,1,27,0.0371491299010813
"2237","RETAIL STORE (FOOD)","DPY MAMA'S FOOD MARKET","TORONTO, ON","M3H 1S8","WILSON AVE","322 WILSON AVE,TORONTO, ON,M3H 1S8",43.7369487,-79.4367218,25,1,22,0.998561046044243
"2238","RETAIL STORE (FOOD)","DUFFERIN-FINCH PHARMACY","TORONTO, ON","M3J 2C5","CHAMPAGNE DR","2 CHAMPAGNE DR,TORONTO, ON,M3J 2C5",43.7665993,-79.4722358,25,1,24,0.0739376763813198
"2239","RETAIL STORE (FOOD)","GOODMARK CAFE","TORONTO, ON","M3N 1N1","FINCH AVE W","2111 FINCH AVE W,TORONTO, ON,M3N 1N1",43.7544071,-79.5258932,25,1,26,1.17873652368308
"2240","RETAIL STORE (FOOD)","TRIO'S FOOD SERVICE","TORONTO, ON","M3J 3G3","FINCH AVE W","1440 FINCH AVE W,TORONTO, ON,M3J 3G3",43.76323325,-79.49382864,25,1,20,0.273413776010863
"2241","RETAIL STORE (FOOD)","GATEWAY NEWSTANDS #63","TORONTO, ON","M3J 1P3","KEELE ST","4700 KEELE ST,TORONTO, ON,M3J 1P3",43.7743639,-79.5019774,25,1,28,1.21381473630191
"2242","RETAIL STORE (FOOD)","DOMINO'S PIZZA","TORONTO, ON","M3H 2T1","SHEPPARD AVE W","820 SHEPPARD AVE W,TORONTO, ON,M3H 2T1",43.75308662,-79.45069518,25,1,29,0.350025018211454
"2243","RETAIL STORE (FOOD)","COVE SUPERMARKET AND CATERING","TORONTO, ON","M3J 3H5","KEELE ST","3585 KEELE ST,TORONTO, ON,M3J 3H5",43.7497289,-79.4874346,25,1,27,1.28021425470234
"2244","RETAIL STORE (FOOD)","GROCERY CHECKOUT","TORONTO, ON","M3J 1P3","KEELE ST","4700 KEELE ST,TORONTO, ON,M3J 1P3",43.7743639,-79.5019774,25,1,22,0.680081275291741
"2245","RETAIL STORE (FOOD)","BEVERLY HILLS FINE FOODS","TORONTO, ON","M3L 1A2","BEVERLY HILLS DR","55 BEVERLY HILLS DR,TORONTO, ON,M3L 1A2",43.7180786,-79.5114508,25,1,28,1.61093837751069
"2246","RETAIL STORE (FOOD)","PAGODA TREE","TORONTO, ON","M3J 1P3","KEELE ST","4700 KEELE ST,TORONTO, ON,M3J 1P3",43.7743639,-79.5019774,25,1,34,0.415618903469294
"2247","RETAIL STORE (FOOD)","YARDYS JERK CHICKEN","TORONTO, ON","M3K 2B6","CARL HALL RD","40 CARL HALL RD,TORONTO, ON,M3K 2B6",43.7500717,-79.4800089,25,1,36,0.24072490957447
"2248","RETAIL STORE (FOOD)","ROSS CONVENIENCE","TORONTO, ON","M3N 3A1","YORK GATE BLVD","1 YORK GATE BLVD,TORONTO, ON,M3N 3A1",43.7589849,-79.51878067,25,1,31,0.119584613300238
"2249","RETAIL STORE (FOOD)","SHOPPERS DRUG MART","TORONTO, ON","M3A 2J8","UNDERHILL DR","51 UNDERHILL DR,TORONTO, ON,M3A 2J8",43.7449784,-79.325095,25,1,19,1.55383141144159
"2250","RETAIL STORE (FOOD)","DV BEAUTY SUPPLIES ETC","TORONTO, ON","M3M 1H5","WILSON AVE","1288 WILSON AVE,TORONTO, ON,M3M 1H5",43.7241396,-79.49385667,25,1,22,0.204157216008753
"2251","RETAIL STORE (FOOD)","HARINA","TORONTO, ON","M3H 1S8","WILSON AVE","318 WILSON AVE,TORONTO, ON,M3H 1S8",43.7369897,-79.43651453,25,1,25,1.32862396720321
"2252","RETAIL STORE (FOOD)","AMAZING GRACE AFRICAN & CARIBBEAN SUPERSTORE","TORONTO, ON","M3J 3K3","FINCH AVE W","1290 FINCH AVE W,TORONTO, ON,M3J 3K3",43.765077,-79.4893543,25,1,30,3.74758933078544
"2253","RETAIL STORE (FOOD)","ALBORZ SUPERMARKET","TORONTO, ON","M3B 1Y5","YORK MILLS RD","879 YORK MILLS RD,TORONTO, ON,M3B 1Y5",43.7551357,-79.3483402,25,1,36,0.0494987238198519
"2254","RETAIL STORE (FOOD)","REAL FRUIT BUBBLE TEA","TORONTO, ON","M3J 3N2","STEELES AVE W","2181 STEELES AVE W,TORONTO, ON,M3J 3N2",43.7860105,-79.474863,25,1,23,0.759116583461774
"2255","RETAIL STORE (FOOD)","SAMMI'S YUMMYS","TORONTO, ON","M3B 2R2","SCARSDALE RD","41 SCARSDALE RD,TORONTO, ON,M3B 2R2",43.74744395,-79.35336826,25,1,27,0.60377365257591
"2256","RETAIL STORE (FOOD)","PIZZA PIZZA","TORONTO, ON","M3H 2S1","SHEPPARD AVE W","624 SHEPPARD AVE W,TORONTO, ON,M3H 2S1",43.75526646,-79.44043079,25,1,23,1.13602588042141
"2257","RETAIL STORE (FOOD)","KITAYA","TORONTO, ON","M3C 1V6","DON MILLS RD","890 DON MILLS RD,TORONTO, ON,M3C 1V6",43.72432773,-79.34021031,25,1,24,1.25889907866241
"2258","RETAIL STORE (FOOD)","DOMINO'S PIZZA","TORONTO, ON","M3J 3T8","KEELE ST","4207 KEELE ST,TORONTO, ON,M3J 3T8",43.7734268,-79.4930207,25,1,22,0.963443148420297
"2259","RETAIL STORE (FOOD)","COCO FRESH TEA & JUICE","TORONTO, ON","M3B 1X8","YORK MILLS RD","808 YORK MILLS RD,TORONTO, ON,M3B 1X8",43.754311,-79.3586548,25,1,18,2.08527707538476
"2260","RETAIL STORE (FOOD)","SWEETNUTHIN'S DESSERT SHOPPE","TORONTO, ON","M3K 2B6","CARL HALL RD","40 CARL HALL RD,TORONTO, ON,M3K 2B6",43.7500717,-79.4800089,25,1,28,2.23097942198131
"2261","RETAIL STORE (FOOD)","SHOPPERS DRUG MART","TORONTO, ON","M3J 0G9","LODESTAR RD","1115 LODESTAR RD,TORONTO, ON,M3J 0G9",43.758697,-79.4666404,25,1,34,0.472455545794219
"2262","RETAIL STORE (FOOD)","BARGAIN CLUB","TORONTO, ON","M3J 3H6","KEELE ST","3685 KEELE ST,TORONTO, ON,M3J 3H6",43.7541597,-79.4876884,25,1,30,1.24925399753721
"2263","RETAIL STORE (FOOD)","FRANK PIZZERIA","TORONTO, ON","M3H 2T1","SHEPPARD AVE W","834 SHEPPARD AVE W,TORONTO, ON,M3H 2T1",43.75286759,-79.45168771,25,1,25,0.331356803886592
"2264","RETAIL STORE (FOOD)","SHOPPERS DRUG MART #1498","TORONTO, ON","M3A 1Z5","YORK MILLS RD","1285 YORK MILLS RD,TORONTO, ON,M3A 1Z5",43.76069785,-79.32488725,25,1,23,0.310880960817515
"2265","RETAIL STORE (FOOD)","FAMILY FOOD FAIR","TORONTO, ON","M3A 1Z5","YORK MILLS RD","1277 YORK MILLS RD,TORONTO, ON,M3A 1Z5",43.76031075,-79.32577729,25,1,25,0.114288971759379
"2266","RETAIL STORE (FOOD)","GATEWAYNEWSTANDS#630","TORONTO, ON","M3J 0K9","THE POND RD","105 THE POND RD,TORONTO, ON,M3J 0K9",43.7697454,-79.50136647,25,1,18,0.0846209271710504
"2267","RETAIL STORE (FOOD)","TOP FOOD ASIAN CUISINE","TORONTO, ON","M3N 3A1","YORK GATE BLVD","1 YORK GATE BLVD,TORONTO, ON,M3N 3A1",43.7589849,-79.51878067,25,1,21,1.77638310185614
"2268","RETAIL STORE (FOOD)","GEORGE'S TASTY FOODS","TORONTO, ON","M3N 1X1","NORFINCH DR","20 NORFINCH DR,TORONTO, ON,M3N 1X1",43.75672835,-79.5257623,25,1,21,1.89423801555278
"2269","RETAIL STORE (FOOD)","ISTANBUL FINE FOODS","TORONTO, ON","M3J 1N1","KEELE ST","3715 KEELE ST,TORONTO, ON,M3J 1N1",43.7562588,-79.4890074,25,1,27,0.102929853368551
"2270","RETAIL STORE (FOOD)","PRIMO ESPRESSO BAR","TORONTO, ON","M3K 1E1","WILSON AVE","640 WILSON AVE,TORONTO, ON,M3K 1E1",43.73209627,-79.46060542,25,1,33,0.985360943377199
"2271","RETAIL STORE (FOOD)","JUST CATERING FOODS","TORONTO, ON","M3C 1X6","THE DONWAY E","15 THE DONWAY E,TORONTO, ON,M3C 1X6",43.73503845,-79.33880785,25,1,20,0.81355287316711
"2272","RETAIL STORE (FOOD)","JUST CATERING FOODS","TORONTO, ON","M3A 2V1","WALLINGFORD RD","15 WALLINGFORD RD,TORONTO, ON,M3A 2V1",43.7558251,-79.32053452,25,1,28,4.15231915356076
"2273","RETAIL STORE (FOOD)","JUST CATERING FOODS","TORONTO, ON","M3B 1W6","YORK MILLS RD","490 YORK MILLS RD,TORONTO, ON,M3B 1W6",43.7504187,-79.3760597,25,1,26,2.97541840478776
"2274","RETAIL STORE (FOOD)","PASSION+JUICE","TORONTO, ON","M3N 2V2","FINCH AVE W","1911 FINCH AVE W,TORONTO, ON,M3N 2V2",43.7562406,-79.5149819,25,1,18,1.54439359522119
"2275","RETAIL STORE (FOOD)","PHARMASAVE THE MEDICAL PHARMACY","TORONTO, ON","M3H 3S3","BATHURST ST","4430 BATHURST ST,TORONTO, ON,M3H 3S3",43.7570172,-79.43929373,25,1,32,1.35835648882659
"2276","RETAIL STORE (FOOD)","JUST CATERING FOODS","TORONTO, ON","M3H 5R2","TILLPLAIN RD","20 TILLPLAIN RD,TORONTO, ON,M3H 5R2",43.7526737,-79.46153739,25,1,22,0.896942719657465
"2277","RETAIL STORE (FOOD)","FUEL UP SMOOTHIES & SHAKES","TORONTO, ON","M3K 2E2","CARL HALL RD","57 CARL HALL RD,TORONTO, ON,M3K 2E2",43.745118,-79.47564539,25,1,26,0.123423344455659
"2278","RETAIL STORE (FOOD)","AAA CONVENIENCE","TORONTO, ON","M3L 2N1","JANE ST","2732 JANE ST,TORONTO, ON,M3L 2N1",43.74339065,-79.51440513,25,1,27,0.819242612416756
"2279","RETAIL STORE (FOOD)","PINA FOOD","TORONTO, ON","M3A 3R2","ROWENA DR","60 ROWENA DR,TORONTO, ON,M3A 3R2",43.75027455,-79.31790112,25,1,19,0.803136712829483
"2280","RETAIL STORE (FOOD)","LA PREP","TORONTO, ON","M3J 1P3","KEELE ST","4700 KEELE ST,TORONTO, ON,M3J 1P3",43.7743639,-79.5019774,25,1,18,1.39627959198298
"2281","RETAIL STORE (FOOD)","FRUTTA FRESCA GUYS","TORONTO, ON","M3K 2B6","CARL HALL RD","40 CARL HALL RD,TORONTO, ON,M3K 2B6",43.7500717,-79.4800089,25,1,28,1.32231044765086
"2282","RETAIL STORE (FOOD)","DONWOOD VARIETY","TORONTO, ON","M3A 2J8","UNDERHILL DR","67 UNDERHILL DR,TORONTO, ON,M3A 2J8",43.7455881,-79.3247932,25,1,28,2.07521058051827
"2283","RETAIL STORE (FOOD)","IMPERFECT FRESH EATS YORKMILLS","TORONTO, ON","M3B 1X8","YORK MILLS RD","808 YORK MILLS RD,TORONTO, ON,M3B 1X8",43.754311,-79.3586548,25,1,30,0.14341353205964
"2284","RETAIL STORE (FOOD)","POUTINE HUB","TORONTO, ON","M3K 2B6","CARL HALL RD","40 CARL HALL RD,TORONTO, ON,M3K 2B6",43.7500717,-79.4800089,25,1,23,0.850149279393481
"2285","RETAIL STORE (FOOD)","YORKDOWNS CONVENIENCE","TORONTO, ON","M3H 3P2","BATHURST ST","4134 BATHURST ST,TORONTO, ON,M3H 3P2",43.74685895,-79.43656388,25,1,42,1.32263152390243
"2286","RETAIL STORE (FOOD)","SELAM CONVENIENCE & GROCERY STORE","TORONTO, ON","M3M 2G7","KEELE ST","2871 KEELE ST,TORONTO, ON,M3M 2G7",43.73291623,-79.48336284,25,1,25,2.2894342484555
"2287","RETAIL STORE (FOOD)","DREAMS TUCK SHOP","TORONTO, ON","M3J 1V6","SENTINEL RD","470 SENTINEL RD,TORONTO, ON,M3J 1V6",43.7628651,-79.50201585,25,1,24,1.85709810993614
"2288","RETAIL STORE (FOOD)","DANLEIGH GIFT SHOP","TORONTO, ON","M3C 1J3","WYNFORD DR","175 WYNFORD DR,TORONTO, ON,M3C 1J3",43.724961,-79.32745776,25,1,29,0.183987479656935
"2289","RETAIL STORE (FOOD)","BIRYANI VENUE","TORONTO, ON","M3B 3N1","MALLARD RD","16 MALLARD RD,TORONTO, ON,M3B 3N1",43.747875,-79.3480634,25,1,23,0.217147324824495
"2290","RETAIL STORE (FOOD)","YOGEN FRUZ","TORONTO, ON","M3J 1P3","KEELE ST","4700 KEELE ST,TORONTO, ON,M3J 1P3",43.7743639,-79.5019774,25,1,28,1.41613056129756
"2291","RETAIL STORE (FOOD)","NETTE'S CAFE","TORONTO, ON","M3H 1S8","WILSON AVE","276 WILSON AVE,TORONTO, ON,M3H 1S8",43.7375794,-79.4346306,25,1,33,1.5516244842762
"2292","RETAIL STORE (FOOD)","GHOST KITCHENS","TORONTO, ON","M3J 1N4","KEELE ST","3757 KEELE ST,TORONTO, ON,M3J 1N4",43.7575088,-79.4893161,25,1,28,0.0620900648646057
"2293","RETAIL STORE (FOOD)","VALLEY PARK HEALTHCARE CENTRE","TORONTO, ON","M3C 1T2","DON MILLS RD","747 DON MILLS RD,TORONTO, ON,M3C 1T2",43.7144362,-79.3331597,25,1,23,1.58324948876145
"2294","RETAIL STORE (FOOD)","PABLO'S COFFEE HOUSE","TORONTO, ON","M3C 3R6","DON MILLS RD","1090 DON MILLS RD,TORONTO, ON,M3C 3R6",43.7362962,-79.343917,25,1,28,1.14458481031926
"2295","RETAIL STORE (FOOD)","CANTEEN BY FRESH TIFFIN","TORONTO, ON","M3J 3K2","FINCH AVE W","1300 FINCH AVE W,TORONTO, ON,M3J 3K2",43.7646236,-79.4893562,25,1,23,0.522225801832974
"2296","RETAIL STORE (FOOD)","MAC'S SUSHI","TORONTO, ON","M3J 1P3","KEELE ST","4700 KEELE ST,TORONTO, ON,M3J 1P3",43.7743639,-79.5019774,25,1,27,2.19368632311437
"2297","RETAIL STORE (FOOD)","ANCHOR FRESH SEAFOOD","TORONTO, ON","M6R 2M3","RONCESVALLES AVE","291 RONCESVALLES AVE,TORONTO, ON,M6R 2M3",43.6477534,-79.4494176,25,1,18,2.24685114360313
"2298","RETAIL STORE (FOOD)","GATEWAY NEWSTANDS #367","TORONTO, ON","M3N 3A1","YORK GATE BLVD","1 YORK GATE BLVD,TORONTO, ON,M3N 3A1",43.7589849,-79.51878067,25,1,22,0.238495130750905
"2299","RETAIL STORE (FOOD)","HAZUKIDO SHOPS AT DON MILLS","TORONTO, ON","M3C 3R6","DON MILLS RD","1090 DON MILLS RD,TORONTO, ON,M3C 3R6",43.7362962,-79.343917,25,1,28,0.507939299102873
"2300","RETAIL STORE (FOOD)","KIM, SUN KYOUNG","TORONTO, ON","M3A 2J8","UNDERHILL DR","71 UNDERHILL DR,TORONTO, ON,M3A 2J8",43.745687,-79.3247583,25,1,31,0.0994082181714475
"2301","RETAIL STORE (FOOD)","WENDY'S","TORONTO, ON","M3J 1P3","KEELE ST","4700 KEELE ST,TORONTO, ON,M3J 1P3",43.7743639,-79.5019774,25,1,24,1.20724228888481
"2302","RETAIL STORE (FOOD)","AL RIYADH HALAL MEAT & GROCERY","TORONTO, ON","M3H 2T7","SHEPPARD AVE W","921 SHEPPARD AVE W,TORONTO, ON,M3H 2T7",43.75133598,-79.4576115,25,1,29,0.364418436773121
"2303","RETAIL STORE (FOOD)","ROSENBAUM'S BUTCHER & DELI","TORONTO, ON","M3A 2J8","UNDERHILL DR","75 UNDERHILL DR,TORONTO, ON,M3A 2J8",43.745785,-79.3247271,25,1,30,0.579449478490004
"2304","RETAIL STORE (FOOD)","GRANDMA LOVES YOU","TORONTO, ON","M3H 2T5","SHEPPARD AVE W","846 SHEPPARD AVE W,TORONTO, ON,M3H 2T5",43.75269831,-79.45248512,25,1,23,0.106889225542545
"2305","RETAIL STORE (FOOD)","SHOPPERS DRUG MART","TORONTO, ON","M3H 5Y4","STEELES AVE W","1881 STEELES AVE W,TORONTO, ON,M3H 5Y4",43.7863229,-79.4691375,25,1,29,1.37095801900597
"2306","RETAIL STORE (FOOD)","ADOBO FRESH BURRITO","TORONTO, ON","M3J 3T8","KEELE ST","4205 KEELE ST,TORONTO, ON,M3J 3T8",43.7739904,-79.4922422,25,1,22,8.75863454440489
"2307","PERSONAL SERVICES SETTINGS","STAR HAIR STYLISTS","TORONTO, ON","M6K 1M3","QUEEN ST W","1399 QUEEN ST W,TORONTO, ON,M6K 1M3",43.64048253,-79.43640231,15,0.5,18,0.0146880904212594
"2308","PERSONAL SERVICES SETTINGS","GIANFRANCO HAIR DESIGN II","TORONTO, ON","M3N 3A1","YORK GATE BLVD","1 YORK GATE BLVD,TORONTO, ON,M3N 3A1",43.7589849,-79.51878067,15,0.5,22,6.03552612628708
"2309","PERSONAL SERVICES SETTINGS","HAIR BY HOLLYWOOD","TORONTO, ON","M3H 2T7","SHEPPARD AVE W","925 SHEPPARD AVE W,TORONTO, ON,M3H 2T7",43.7513047,-79.4577607,15,0.5,15,0.860815429128706
"2310","PERSONAL SERVICES SETTINGS","THE GOLDEN CUT","TORONTO, ON","M3K 1E1","WILSON AVE","694 WILSON AVE,TORONTO, ON,M3K 1E1",43.73178535,-79.46231028,15,0.5,12,2.17783072582426
"2311","PERSONAL SERVICES SETTINGS","CHRISTINE EXQUISITE","TORONTO, ON","M3K 1E1","WILSON AVE","706 WILSON AVE,TORONTO, ON,M3K 1E1",43.73169925,-79.46268641,15,0.5,15,5.44753204633422
"2312","PERSONAL SERVICES SETTINGS","ANTONIO'S A TOUCH OF MAGIC","TORONTO, ON","M3A 2J8","UNDERHILL DR","57 UNDERHILL DR,TORONTO, ON,M3A 2J8",43.7453169,-79.3248843,15,0.5,9,1.08527070563287
"2313","PERSONAL SERVICES SETTINGS","DBK SALON","TORONTO, ON","M3B 1X8","YORK MILLS RD","808 YORK MILLS RD,TORONTO, ON,M3B 1X8",43.754311,-79.3586548,15,0.5,21,0.202398213298458
"2314","PERSONAL SERVICES SETTINGS","DONWOODS MEN'S HAIRSTYLISTS","TORONTO, ON","M3A 2J8","UNDERHILL DR","65 UNDERHILL DR,TORONTO, ON,M3A 2J8",43.7455236,-79.3248117,15,0.5,14,0.600013172441495
"2315","PERSONAL SERVICES SETTINGS","BEAUTY SALON 624","TORONTO, ON","M3K 1E1","WILSON AVE","624 WILSON AVE,TORONTO, ON,M3K 1E1",43.7323456,-79.4604901,15,0.5,20,1.6732198435393
"2316","PERSONAL SERVICES SETTINGS","STEVIEP'S HAIR SALON","TORONTO, ON","M3B 1Y5","YORK MILLS RD","875 YORK MILLS RD,TORONTO, ON,M3B 1Y5",43.7554034,-79.34821723,15,0.5,16,0.0458380654454231
"2317","PERSONAL SERVICES SETTINGS","TINA'S TRESSES","TORONTO, ON","M3B 2W6","DON MILLS RD","1300 DON MILLS RD,TORONTO, ON,M3B 2W6",43.7453844,-79.3464836,15,0.5,15,2.13649339705806
"2318","PERSONAL SERVICES SETTINGS","KTM SALON","TORONTO, ON","M3J 3K3","FINCH AVE W","1290 FINCH AVE W,TORONTO, ON,M3J 3K3",43.765077,-79.4893543,15,0.5,12,2.03362776889446
"2319","PERSONAL SERVICES SETTINGS","ALMA DE ALA UNISEX BEAUTY SALON","TORONTO, ON","M3H 1S8","WILSON AVE","298 WILSON AVE,TORONTO, ON,M3H 1S8",43.7371947,-79.43547818,15,0.5,15,0.0232873159013005
"2320","PERSONAL SERVICES SETTINGS","EN.R.G HAIR & SKIN STUDIO","TORONTO, ON","M3J 3N2","STEELES AVE W","2181 STEELES AVE W,TORONTO, ON,M3J 3N2",43.7860105,-79.474863,15,0.5,14,1.09526300150901
"2321","PERSONAL SERVICES SETTINGS","STUDIO 54 HAIR AND ESTHETICS","TORONTO, ON","M3H 2T5","SHEPPARD AVE W","906 SHEPPARD AVE W,TORONTO, ON,M3H 2T5",43.75219155,-79.45682261,15,0.5,12,0.00477272247541723
"2322","PERSONAL SERVICES SETTINGS","SALON ROBERT'S HAIR AND ESTHETICS","TORONTO, ON","M3H 5Y4","STEELES AVE W","1881 STEELES AVE W,TORONTO, ON,M3H 5Y4",43.7863229,-79.4691375,15,0.5,14,0.585417481139302
"2323","PERSONAL SERVICES SETTINGS","HAIRENDER","TORONTO, ON","M3H 2S1","SHEPPARD AVE W","638 SHEPPARD AVE W,TORONTO, ON,M3H 2S1",43.7551623,-79.44094475,15,0.5,16,0.988115703687072
"2324","PERSONAL SERVICES SETTINGS","HER MAJESTY'S PLEASURE","TORONTO, ON","M5V 1M3","KING ST W","560 KING ST W,TORONTO, ON,M5V 1M3",43.6443773,-79.4004401,15,0.5,13,0.404263894750631
"2325","PERSONAL SERVICES SETTINGS","APHRODITE SPA & NAILS","TORONTO, ON","M3B 1X8","YORK MILLS RD","808 YORK MILLS RD,TORONTO, ON,M3B 1X8",43.754311,-79.3586548,15,0.5,9,1.44830450532775
"2326","PERSONAL SERVICES SETTINGS","ADRIANA'S AESTHETICS","TORONTO, ON","M3B 2W6","DON MILLS RD","1300 DON MILLS RD,TORONTO, ON,M3B 2W6",43.7453844,-79.3464836,15,0.5,11,0.261057115159929
"2327","PERSONAL SERVICES SETTINGS","THE NAIL GALLERY","TORONTO, ON","M3H 2S1","SHEPPARD AVE W","624B SHEPPARD AVE W,TORONTO, ON,M3H 2S1",43.7553639,-79.4393325,15,0.5,15,0.404864818789065
"2328","PERSONAL SERVICES SETTINGS","NICE ONE NAILS","TORONTO, ON","M3J 3N2","STEELES AVE W","2181 STEELES AVE W,TORONTO, ON,M3J 3N2",43.7860105,-79.474863,15,0.5,20,4.48469890256353
"2329","PERSONAL SERVICES SETTINGS","MAYFAIR TENNIS COURTS","TORONTO, ON","M3J 2P6","CHESSWOOD DR","3855 CHESSWOOD DR,TORONTO, ON,M3J 2P6",43.7563965,-79.4744265,15,0.5,13,1.44972009145771
"2330","PERSONAL SERVICES SETTINGS","VAN NAILS","TORONTO, ON","M3N 2V2","FINCH AVE W","1911 FINCH AVE W,TORONTO, ON,M3N 2V2",43.7562406,-79.5149819,15,0.5,18,3.78096946684604
"2331","PERSONAL SERVICES SETTINGS","VENETIAN DAY SPA","TORONTO, ON","M3H 5Y4","STEELES AVE W","1881 STEELES AVE W,TORONTO, ON,M3H 5Y4",43.7863229,-79.4691375,15,0.5,12,0.206043383136428
"2332","PERSONAL SERVICES SETTINGS","HAIR M","TORONTO, ON","M3J 3H6","KEELE ST","3685 KEELE ST,TORONTO, ON,M3J 3H6",43.7541597,-79.4876884,15,0.5,14,1.05324146337807
"2333","PERSONAL SERVICES SETTINGS","HAIR J","TORONTO, ON","M3A 1Z5","YORK MILLS RD","1271 YORK MILLS RD,TORONTO, ON,M3A 1Z5",43.76087438,-79.32615855,15,0.5,12,0.578675861470401
"2334","PERSONAL SERVICES SETTINGS","LINDALY NAILS","TORONTO, ON","M3J 3K2","FINCH AVE W","1300 FINCH AVE W,TORONTO, ON,M3J 3K2",43.7646236,-79.4893562,15,0.5,12,1.04479156062007
"2335","PERSONAL SERVICES SETTINGS","NN ELEGANT NAILS & SPA INC","TORONTO, ON","M3J 3T8","KEELE ST","4205 KEELE ST,TORONTO, ON,M3J 3T8",43.7739904,-79.4922422,15,0.5,21,0.799332577735186
"2336","PERSONAL SERVICES SETTINGS","NAIL GALLERY","TORONTO, ON","M3K 0C2","BILLY BISHOP WAY","75 BILLY BISHOP WAY,TORONTO, ON,M3K 0C2",43.7329331,-79.4521446,15,0.5,23,0.645908197388053
"2337","PERSONAL SERVICES SETTINGS","PARKWOODS UNISEX HAIRSTYLING","TORONTO, ON","M3A 1Z5","YORK MILLS RD","1277 YORK MILLS RD,TORONTO, ON,M3A 1Z5",43.76031075,-79.32577729,15,0.5,17,2.92082599533682
"2338","PERSONAL SERVICES SETTINGS","NAILS FOR YOU","TORONTO, ON","M3A 1Z5","YORK MILLS RD","1277 YORK MILLS RD,TORONTO, ON,M3A 1Z5",43.76031075,-79.32577729,15,0.5,10,1.42526638685706
"2339","PERSONAL SERVICES SETTINGS","THE ULTIMATE CUT UNISEX","TORONTO, ON","M3L 1A2","BEVERLY HILLS DR","55 BEVERLY HILLS DR,TORONTO, ON,M3L 1A2",43.7180786,-79.5114508,15,0.5,9,0.174199939705431
"2340","PERSONAL SERVICES SETTINGS","MICKAY PRETTY NAILS & SPA","TORONTO, ON","M3H 1S8","WILSON AVE","304 WILSON AVE,TORONTO, ON,M3H 1S8",43.7371332,-79.43578908,15,0.5,8,0.117128117009997
"2341","PERSONAL SERVICES SETTINGS","ELI'S SALON","TORONTO, ON","M3H 3P2","BATHURST ST","4128 BATHURST ST,TORONTO, ON,M3H 3P2",43.74665289,-79.43652005,15,0.5,10,2.0571363288069
"2342","PERSONAL SERVICES SETTINGS","A & I HAIR SALON","TORONTO, ON","M3C 1V6","DON MILLS RD","890 DON MILLS RD,TORONTO, ON,M3C 1V6",43.72432773,-79.34021031,15,0.5,17,1.74026356070282
"2343","PERSONAL SERVICES SETTINGS","EVELYN'S PROFESSIONAL ESTHETICS","TORONTO, ON","M3H 1S8","WILSON AVE","286 WILSON AVE,TORONTO, ON,M3H 1S8",43.7373203,-79.4348419,15,0.5,24,5.42646416624017
"2344","PERSONAL SERVICES SETTINGS","ROY'S HAIR","TORONTO, ON","M3H 2T5","SHEPPARD AVE W","848 SHEPPARD AVE W,TORONTO, ON,M3H 2T5",43.75266881,-79.45262695,15,0.5,13,0.34257306996733
"2345","PERSONAL SERVICES SETTINGS","FIRST CHOICE HAIRCUTTERS","TORONTO, ON","M3J 3N3","STEELES AVE W","2081 STEELES AVE W,TORONTO, ON,M3J 3N3",43.7859629,-79.4742406,15,0.5,15,2.28391843094471
"2346","PERSONAL SERVICES SETTINGS","K BEAUTY LOUNGE","TORONTO, ON","M3J 1N6","KEELE ST","3891 KEELE ST,TORONTO, ON,M3J 1N6",43.76094593,-79.49018428,15,0.5,13,1.97885971880498
"2347","PERSONAL SERVICES SETTINGS","UPTOWN SPA","TORONTO, ON","M3B 1X7","YORK MILLS RD","801 YORK MILLS RD,TORONTO, ON,M3B 1X7",43.7528634,-79.358355,15,0.5,14,2.37840073628729
"2348","PERSONAL SERVICES SETTINGS","SUSAN'S GUPITANG PINOY","TORONTO, ON","M3H 1S8","WILSON AVE","296 WILSON AVE,TORONTO, ON,M3H 1S8",43.7372152,-79.43537454,15,0.5,9,3.8959660900939
